1;null;null;null;null;null
1;null;null;null;null;null;null;null;null;-46,6395571000;-23,5557714000
1;Teste;43943294234;2312312311;2020-03-01;teste@teste.com;93244923;Casa 1;3392;-46,6395571000;-23,5557714000
1;Teste;43943294234;2312312311;2020-03-01;teste@teste.com;93244923;Casa 1;3392;-46,6395571000;-23,5557714000
2;Teste;43943294234;2312312311;2020-03-01;teste@teste.com;93244923;Casa 1;3392;-46,6395571000;-23,5557714000
1;Teste;43943294234;2312312311;2020-03-01;teste@teste.com;93244923;Casa 1;3392;-46,6395571000;-23,5557714000
2;Teste;43943294234;2312312311;2020-03-01;teste@teste.com;93244923;Casa 1;3392;-46,6395571000;-23,5557714000
2;Teste;43943294234;2312312311;2020-03-01;teste@teste.com;93244923;Casa 1;3392;-46,6395571000;-23,5557714000
2;Teste;43943294234;2312312311;2020-03-01;teste@teste.com;93244923;Casa 1;3392;-46,6395571000;-23,5557714000
4;Teste;43943294234;2312312311;2020-03-01;teste@teste.com;93244923;Casa 1;3392;-46,6395571000;-23,5557714000
1;Teste;43943294234;2312312311;2020-03-01;teste@teste.com;93244923;Casa 1;3392;-46,6395571000;-23,5557714000
1;Teste;43943294234;2312312311;2020-03-01;teste@teste.com;93244923;Casa 1;3392;-46,6395571000;-23,5557714000
2;Guilherme;43943294234;2312312311;2020-03-01;teste@teste.com;93244923;Casa 1;3392;-46,6395571000;-23,5557714000
2;Guilherme;43943294234;2312312311;2020-03-01;teste@teste.com;93244923;Casa 1;3392;-46,6395571000;-23,5557714000
1;Teste;43943294234;2312312311;2020-03-01;teste@teste.com;93244923;Casa 1;3392;-46,6395571000;-23,5557714000
1;Teste;43943294234;2312312311;2020-03-01;teste@teste.com;93244923;Casa 1;3392;-46,6395571000;-23,5557714000
1;Teste;43943294234;2312312311;2020-03-01;teste@teste.com;93244923;Casa 1;3392;-46,6395571000;-23,5557714000
3;fbquiw;23746278462';22746723;2020-03-03;gnroiegie;08235560;a;11;-46,6608874000;-23,5668698000
